magnitude,depth,cdi,mmi,sig,alert,depth_mag_ratio,alert_encoded
-0.14368924541349182,-0.35251925665601636,0.4633225474142467,0.060150674830748964,0.16688224990952688,green,-0.34856109748117226,0
-0.3800350969579451,-0.24860617686170186,-1.3190147253339737,-2.140312847132971,-0.3624210477833159,green,-0.24244878784192594,0
-0.14368924541349182,4.9848343873246845,-1.7645990435210288,-2.8738006877875444,-0.041631170393714244,green,4.949339283668447,0
0.5653483092198701,-0.13524645344972236,-0.8734304071469187,-1.4068250064783976,1.2094493514257323,green,-0.14543443397105363,0
-1.0890726515913092,5.409933350119608,-3.1013519980821944,-3.6072885284421177,-1.4049881492995215,green,5.679250291001497,0
-0.14368924541349182,5.750012520355546,-1.3190147253339737,-2.8738006877875444,-0.041631170393714244,green,5.708861285213791,0
-0.6163809485024004,5.466613211825598,-2.6557676798951393,-2.8738006877875444,-0.7473689006508379,green,5.57902846443681,0
-0.8527268000468538,-0.29583939495002665,0.017738229227191607,-0.6733371658238243,0.6320275721244494,green,-0.28499359951633835,0
-0.6163809485024004,-0.29583939495002665,0.4633225474142467,0.060150674830748964,-1.4531066309079619,yellow,-0.2874915854860734,3
1.274385863853232,-0.23915953324403688,0.9089068656013018,0.7936385154853223,0.2791587069958875,yellow,-0.25304842545221434,3
-0.3800350969579451,-0.3903058311266762,0.9089068656013018,1.5271263561398956,2.075582020377657,yellow,-0.3848814182301761,3
-1.3254185031357624,-0.3903058311266762,0.017738229227191607,0.060150674830748964,-0.02559167652423416,green,-0.37981714692748275,0
-0.14368924541349182,0.8094179083167734,0.017738229227191607,-1.4068250064783976,0.05460579282316627,green,0.8047871270876829,0
1.274385863853232,0.6110383923458093,0.4633225474142467,0.7936385154853223,-0.7794478883897982,yellow,0.5319872350597689,3
-1.0890726515913092,-0.3714125438913463,0.9089068656013018,0.7936385154853223,0.4716326334296485,orange,-0.3613925283064997,1
-1.0890726515913092,-0.20137295877337708,0.017738229227191607,-0.6733371658238243,-1.3729091615605615,green,-0.1837265630327351,0
-0.14368924541349182,-0.1730330279203822,0.9089068656013018,0.7936385154853223,1.305686314642613,yellow,-0.17040161563720277,3
-1.3254185031357624,5.391040062884278,-1.7645990435210288,-3.6072885284421177,-1.677659545080683,green,5.741367576637955,0
0.3290024576754168,1.7446356264656042,0.017738229227191607,-1.4068250064783976,1.8991475878133761,green,1.6791179346480112,0
-0.3800350969579451,-0.3903058311266762,-2.210183361708084,-1.4068250064783976,-0.3945000355222761,green,-0.3848814182301761,0
-0.6163809485024004,1.5934893285829648,-0.42784608895986354,-1.4068250064783976,0.07064528669264636,green,1.6359576112099534,0
-1.0890726515913092,-0.22971288962637193,-0.42784608895986354,-1.4068250064783976,0.07064528669264636,green,-0.2133375572450292,0
-0.14368924541349182,-0.3903058311266762,-0.42784608895986354,-2.140312847132971,0.08668478056212645,green,-0.3860683568167448,0
-0.3800350969579451,-0.3903058311266762,-0.42784608895986354,-2.140312847132971,-0.3143025661748757,green,-0.3848814182301761,0
-0.8527268000468538,-0.2580528204793668,0.4633225474142467,0.060150674830748964,0.7763830169497702,green,-0.24602501838847074,0
0.5653483092198701,-0.09745987897906254,0.9089068656013018,0.7936385154853223,1.6585551797711748,red,-0.10928285870785122,2
-0.8527268000468538,-0.22026624600870698,0.9089068656013018,-0.6733371658238243,-0.7954873822592783,green,-0.20705643726060322,0
-1.0890726515913092,-0.2580528204793668,-2.210183361708084,0.060150674830748964,-1.4049881492995215,green,-0.2429485514573233,0
-0.6163809485024004,4.569182068147426,-2.210183361708084,-2.8738006877875444,-0.7313294067813579,green,4.665390096006196,0
-1.3254185031357624,0.5543585306398195,0.4633225474142467,-0.6733371658238243,-1.08419827190992,green,0.6203764353544513,0
