title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,magnitude_scaled,depth_scaled,geo_cluster,location_risk_score,alert_encoded
"M 7.7 - 123 km NNW of Lucea, Jamaica",7.7,28-01-2020 19:10,9,6,yellow,1,1812,us,0,1.657,26.0,mww,14.86,19.4193,-78.756,"Lucea, Jamaica",,,1.7044590180231667,-0.4448102709063219,1,6.9223684210526315,4
"M 6.7 - 13 km N of Do?anyol, Turkey",6.7,24-01-2020 17:55,8,9,orange,0,1247,us,0,0.87,49.0,mww,10.0,38.4312,39.0609,"Do?anyol, Turkey",Asia,Turkey,-0.5415758837261526,-0.48023578013437274,0,6.866666666666667,1
"M 6.8 - 7 km S of Magsaysay, Philippines",6.8,15-12-2019 06:11,9,7,yellow,1,825,us,0,0.546,39.0,mww,18.0,6.6969,125.174,"Magsaysay, Philippines",,Philippines,-0.31697239355122153,-0.42192218469725207,2,6.878813559322034,4
"M 7.1 - 138km E of Bitung, Indonesia",7.1,14-11-2019 16:17,6,6,green,1,799,us,0,1.271,11.0,mww,33.0,1.6213,126.416,"Bitung, Indonesia",,Indonesia,0.35683807697357384,-0.3125841932526508,2,6.878813559322034,0
"M 6.5 - 166km SSW of Ndoi Island, Fiji",6.5,08-11-2019 10:44,0,2,green,0,650,us,0,4.765,25.0,mww,577.0,-21.9449,-179.511,"Ndoi Island, Fiji",,,-0.9907828640760169,3.652740296471554,3,6.9511111111111115,0
"M 6.6 - 136 km W of Neiafu, Tonga",6.6,04-11-2019 22:43,4,4,green,1,673,us,0,5.086,48.0,mww,10.0,-18.5747,-175.272,"Neiafu, Tonga",,,-0.7661793739010858,-0.48023578013437274,3,6.9511111111111115,0
"M 6.5 - 2km ESE of Kisante, Philippines",6.5,31-10-2019 01:11,9,7,green,1,733,us,0,0.428,19.0,mww,10.0,6.9098,125.178,"Kisante, Philippines",,Philippines,-0.9907828640760169,-0.48023578013437274,2,6.878813559322034,0
"M 6.6 - 10 km NE of Columbio, Philippines",6.6,29-10-2019 01:04,9,7,yellow,1,780,us,0,0.646,24.0,mww,15.0,6.7567,125.008,"Columbio, Philippines",,Philippines,-0.7661793739010858,-0.4437897829861723,2,6.878813559322034,4
"M 6.7 - 70 km WSW of Constitución, Chile",6.7,29-09-2019 15:57,7,6,green,1,844,us,0,1.269,98.0,mww,11.0,-35.4758,-73.163,"Constitución, Chile",,,-0.5415758837261526,-0.4729465807047326,4,6.97625,0
"M 6.5 - 11km S of Kairatu, Indonesia",6.5,25-09-2019 23:46,7,7,yellow,1,656,us,0,3.909,15.0,mww,12.26,-3.4528,128.37,"Kairatu, Indonesia",,Indonesia,-0.9907828640760169,-0.46376218942338615,2,6.878813559322034,4
"M 6.6 - 34km NNE of Ndoi Island, Fiji",6.6,01-09-2019 15:54,2,3,unknown,1,671,us,0,4.121,19.0,mww,591.0,-20.3641,-178.57,"Ndoi Island, Fiji",,Fiji,-0.7661793739010858,3.754789088486515,3,6.9511111111111115,3
"M 6.6 - 131km S of Bristol Island, South Sandwich Islands",6.6,27-08-2019 23:55,0,4,green,1,670,us,0,12.896,19.0,mww,16.0,-60.2152,-26.5801,"Bristol Island, South Sandwich Islands",,United Kingdom of Great Britain and Northern Ireland (the),-0.7661793739010858,-0.4365005835565322,9,7.005263157894737,0
"M 6.9 - 152 km SW of Labuan, Indonesia",6.9,02-08-2019 12:03,4,6,green,0,875,us,0,2.839,23.0,mww,49.0,-7.2822,104.791,"Labuan, Indonesia",,,-0.09236890337628839,-0.1959570023784095,8,7.034831460674158,0
"M 6.8 - 96 km SW of San Antonio, Chile",6.8,01-08-2019 18:28,6,6,green,1,947,us,0,0.817,35.0,mww,25.0,-34.2364,-72.3102,"San Antonio, Chile",,,-0.31697239355122153,-0.37089778868977147,4,6.97625,0
"M 6.6 - 62km E of Lakatoro, Vanuatu",6.6,31-07-2019 15:02,0,4,green,1,670,us,0,6.024,30.0,mww,181.0,-16.1985,167.998,"Lakatoro, Vanuatu",,Vanuatu,-0.7661793739010858,0.7662173223340815,5,6.913736263736263,0
"M 7.2 - 93km NNE of Laiwui, Indonesia",7.2,14-07-2019 09:10,7,7,green,1,809,us,0,1.504,38.0,mww,18.98,-0.5858,128.034,"Laiwui, Indonesia",,Indonesia,0.581441567148507,-0.41477876925620477,2,6.878813559322034,0
"M 6.6 - 200km W of Broome, Australia",6.6,14-07-2019 05:39,5,5,green,0,791,us,0,2.978,32.0,mww,10.0,-18.2242,120.358,"Broome, Australia",,,-0.7661793739010858,-0.48023578013437274,2,6.878813559322034,0
"M 6.9 - 134km WSW of Kota Ternate, Indonesia",6.9,07-07-2019 15:08,7,5,green,0,747,us,0,1.205,21.0,mww,35.0,0.5126,126.189,"Kota Ternate, Indonesia",,Indonesia,-0.09236890337628839,-0.29800579439337066,2,6.878813559322034,0
"M 7.1 - 18km W of Searles Valley, CA",7.1,06-07-2019 03:19,9,9,yellow,0,1646,ci,77,0.04616,43.0,mw,8.0,35.7695,-117.599,"Searles Valley, CA",North America,United States of America,0.35683807697357384,-0.4948141789936529,6,6.941860465116279,4
"M 7.3 - 292km NW of Saumlaki, Indonesia",7.3,24-06-2019 02:53,4,6,green,1,952,us,0,2.629,16.0,mww,212.0,-6.4078,129.169,"Saumlaki, Indonesia",,Indonesia,0.8060450573234381,0.992182504652924,2,6.878813559322034,0
"M 7.3 - 116km NE of L'Esperance Rock, New Zealand",7.3,15-06-2019 22:55,8,6,green,1,830,us,0,1.402,11.0,mww,46.0,-30.6441,-178.1,"L'Esperance Rock, New Zealand",,,0.8060450573234381,-0.21782460066732973,3,6.9511111111111115,0
"M 6.6 - 32 km S of La Libertad, El Salvador",6.6,30-05-2019 09:03,7,6,yellow,1,886,us,0,1.193,22.0,mww,57.92,13.1994,-89.3056,"La Libertad, El Salvador",,,-0.7661793739010858,-0.13093734346601993,1,6.9223684210526315,4
"M 8.0 - 78 km NE of Navarro, Peru",8.0,26-05-2019 07:41,9,8,orange,1,1890,us,0,3.18,17.0,mww,122.57,-5.8119,-75.2697,"Navarro, Peru",South America,Peru,2.378269488547962,0.34030939966021134,4,6.97625,1
"M 7.6 - 46km SSE of Namatanai, Papua New Guinea",7.6,14-05-2019 12:58,7,7,green,1,929,us,0,0.453,16.0,mww,10.0,-4.051,152.597,"Namatanai, Papua New Guinea",,Papua New Guinea,1.4798555278482335,-0.48023578013437274,5,6.913736263736263,0
"M 7.1 - 33km NW of Bulolo, Papua New Guinea",7.1,06-05-2019 21:19,7,6,yellow,1,826,us,0,2.514,16.0,mww,146.0,-6.9746,146.449,"Bulolo, Papua New Guinea",,Papua New Guinea,0.35683807697357384,0.5110953422966785,5,6.913736263736263,4
"M 6.8 - 98km SSW of Luwuk, Indonesia",6.8,12-04-2019 11:40,5,6,green,1,717,us,0,0.791,28.0,mww,15.46,-1.8146,122.58,"Luwuk, Indonesia",,Indonesia,-0.31697239355122153,-0.44043675124853787,2,6.878813559322034,0
"M 6.5 - 83km ENE of Bristol Island, South Sandwich Islands",6.5,09-04-2019 17:53,0,5,green,1,650,us,0,7.568,18.0,mww,38.0,-58.6262,-25.304,"Bristol Island, South Sandwich Islands",,,-0.9907828640760169,-0.2761381961044504,9,7.005263157894737,0
"M 7.0 - 22 km NNE of Azángaro, Peru",7.0,01-03-2019 08:50,7,4,green,1,869,us,0,2.501,42.0,mww,267.0,-14.7131,-70.1546,"Azángaro, Peru",South America,Peru,0.13223458679864272,1.3930884732831286,4,6.97625,0
"M 7.5 - 111km ESE of Palora, Ecuador",7.5,22-02-2019 10:17,7,7,yellow,1,1145,us,0,2.045,15.0,mww,145.0,-2.1862,-77.0505,"Palora, Ecuador",South America,Ecuador,1.2552520376733023,0.5038061428670385,1,6.9223684210526315,4
"M 6.7 - 5 km SW of Puerto Madero, Mexico",6.7,01-02-2019 16:14,6,6,yellow,1,909,us,0,0.289,43.0,mww,66.0,14.6802,-92.4527,"Puerto Madero, Mexico",,Mexico,-0.5415758837261526,-0.07204061207452808,1,6.9223684210526315,4
M 6.7 - Prince Edward Islands region,6.7,22-01-2019 19:01,0,3,green,0,691,us,0,7.527,17.0,mww,13.0,-43.1219,42.3568,Prince Edward Islands region,,,-0.5415758837261526,-0.45836818184545247,9,7.005263157894737,0
"M 6.7 - 10 km SSW of Coquimbo, Chile",6.7,20-01-2019 01:32,8,8,orange,1,1600,us,0,0.173,22.0,mww,63.0,-30.0404,-71.3815,"Coquimbo, Chile",South America,Chile,-0.5415758837261526,-0.09390821036344833,4,6.97625,1
"M 6.6 - 94 km NW of Sola, Vanuatu",6.6,15-01-2019 18:06,5,4,green,1,671,us,0,7.818,18.0,mww,35.0,-13.336,166.875,"Sola, Vanuatu",,Vanuatu,-0.7661793739010858,-0.29800579439337066,5,6.913736263736263,0
M 6.6 - Molucca Sea,6.6,06-01-2019 17:27,2,4,green,1,672,us,0,1.596,33.0,mww,43.21,2.258,126.758,Molucca Sea,,Indonesia,-0.7661793739010858,-0.23816146707602556,2,6.878813559322034,0
"M 6.8 - 90km W of Tarauaca, Brazil",6.8,05-01-2019 19:25,3,3,green,0,715,us,0,1.181,16.0,mww,570.41,-8.144,-71.587,"Tarauaca, Brazil",South America,Brazil,-0.31697239355122153,3.6047044722302255,4,6.97625,0
"M 7.0 - 96 km ESE of Pondaguitan, Philippines",7.0,29-12-2018 03:39,5,5,green,1,803,us,0,1.769,21.0,mww,60.21,5.8983,126.921,"Pondaguitan, Philippines",,,0.13223458679864272,-0.11424507677214416,2,6.878813559322034,0
"M 7.3 - 187 km SE of Ust’-Kamchatsk Staryy, Russia",7.3,20-12-2018 17:01,3,7,green,1,822,us,0,4.126,23.0,mww,16.56,55.0999,164.699,"Ust’-Kamchatsk Staryy, Russia",,,0.8060450573234381,-0.43241863187593377,7,6.983076923076924,0
M 7.1 - South Sandwich Islands region,7.1,11-12-2018 02:26,0,5,green,1,776,us,0,7.043,20.0,mww,133.0,-58.5446,-26.3856,South Sandwich Islands region,,South Georgia and the South Sandwich Islands,0.35683807697357384,0.41633574971135745,9,7.005263157894737,0
"M 6.6 - 199 km ESE of Tadine, New Caledonia",6.6,05-12-2018 06:43,0,4,green,1,670,us,0,2.679,31.0,mww,10.0,-22.0629,169.733,"Tadine, New Caledonia",,,-0.7661793739010858,-0.48023578013437274,5,6.913736263736263,0
"M 7.5 - 166 km ESE of Tadine, New Caledonia",7.5,05-12-2018 04:18,3,6,green,1,871,us,0,2.405,18.0,mww,10.0,-21.9496,169.427,"Tadine, New Caledonia",,,1.2552520376733023,-0.48023578013437274,5,6.913736263736263,0
"M 7.1 - 1 km SE of Point MacKenzie, Alaska",7.1,30-11-2018 17:29,8,8,orange,1,1790,ak,0,0.0,0.0,mw,46.7,61.3464,-149.955,"Point MacKenzie, Alaska",North America,United States of America,0.35683807697357384,-0.21272216106658165,6,6.941860465116279,1
"M 6.8 - 187 km E of Levuka, Fiji",6.8,18-11-2018 20:25,0,3,green,1,711,us,0,2.879,39.0,mww,540.0,-17.8735,-178.927,"Levuka, Fiji",,Fiji,-0.31697239355122153,3.383039917574871,3,6.9511111111111115,0
"M 6.7 - 120 km NW of Olonkinbyen, Svalbard and Jan Mayen",6.7,09-11-2018 01:49,3,4,green,1,693,us,0,7.853,19.0,mww,10.0,71.6312,-11.2431,"Olonkinbyen, Svalbard and Jan Mayen",,,-0.5415758837261526,-0.48023578013437274,0,6.866666666666667,0
"M 6.8 - 32 km SW of Lithakiá, Greece",6.8,25-10-2018 22:54,8,7,yellow,0,954,us,0,2.268,15.0,mww,14.0,37.5203,20.5565,"Lithakiá, Greece",Europe,,-0.31697239355122153,-0.4510789824158124,0,6.866666666666667,4
"M 6.5 - 237 km SW of Port McNeill, Canada",6.5,22-10-2018 06:22,2,4,green,0,655,us,0,1.692,68.0,mww,10.0,49.297,-129.724,"Port McNeill, Canada",,,-0.9907828640760169,-0.48023578013437274,6,6.941860465116279,0
"M 6.8 - 210 km SW of Port McNeill, Canada",6.8,22-10-2018 06:16,4,4,green,1,776,us,0,1.505,36.0,mww,10.0,49.3346,-129.289,"Port McNeill, Canada",,,-0.31697239355122153,-0.48023578013437274,6,6.941860465116279,0
"M 6.5 - 223 km SW of Port McNeill, Canada",6.5,22-10-2018 05:39,3,4,green,1,669,us,0,1.611,63.0,mww,10.0,49.2586,-129.412,"Port McNeill, Canada",,,-0.9907828640760169,-0.48023578013437274,6,6.941860465116279,0
"M 6.5 - 171 km E of Tadine, New Caledonia",6.5,16-10-2018 01:03,0,4,green,1,650,us,0,2.109,22.0,mww,17.0,-21.7427,169.522,"Tadine, New Caledonia",,,-0.9907828640760169,-0.42921138412689214,5,6.913736263736263,0
"M 6.7 - 269 km WNW of Ozernovskiy, Russia",6.7,13-10-2018 11:10,0,3,green,1,691,us,0,2.705,17.0,mww,461.0,52.8549,153.243,"Ozernovskiy, Russia",,,-0.5415758837261526,2.8071931626333044,7,6.983076923076924,0
"M 6.5 - 154 km S of Severo-Kuril’sk, Russia",6.5,10-10-2018 23:16,0,4,green,1,650,us,0,3.923,14.0,mww,20.0,49.2902,156.297,"Severo-Kuril’sk, Russia",,,-0.9907828640760169,-0.4073437858379719,7,6.983076923076924,0
"M 7.0 - 119 km E of Kimbe, Papua New Guinea",7.0,10-10-2018 20:48,6,6,green,1,758,us,0,1.778,18.0,mww,39.0,-5.7012,151.205,"Kimbe, Papua New Guinea",,Papua New Guinea,0.13223458679864272,-0.2688489966748103,5,6.913736263736263,0
"M 6.7 - 279 km E of Levuka, Fiji",6.7,30-09-2018 10:52,2,3,green,1,691,us,0,3.745,23.0,mww,550.0,-18.3604,-178.063,"Levuka, Fiji",,Fiji,-0.5415758837261526,3.455931911871272,3,6.9511111111111115,0
"M 7.5 - 72 km N of Palu, Indonesia",7.5,28-09-2018 10:02,8,8,red,0,2026,us,0,1.649,13.0,mww,20.0,-0.2559,119.846,"Palu, Indonesia",,Indonesia,1.2552520376733023,-0.4073437858379719,2,6.878813559322034,2
M 6.5 - south of the Fiji Islands,6.5,16-09-2018 21:11,4,1,green,0,651,us,0,5.139,18.0,mww,576.0,-25.415,178.199,the Fiji Islands,,,-0.9907828640760169,3.645451097041914,5,6.913736263736263,0
M 6.9 - Kermadec Islands region,6.9,10-09-2018 04:19,3,4,green,0,735,us,0,2.785,18.0,mww,115.0,-31.7447,-179.373,Kermadec Islands region,,,-0.09236890337628839,0.285130159977836,3,6.9511111111111115,0
"M 6.5 - 66 km NW of Kirakira, Solomon Islands",6.5,09-09-2018 19:31,3,6,green,1,651,us,0,1.638,25.0,mww,68.0,-10.0207,161.503,"Kirakira, Solomon Islands",,Solomon Islands,-0.9907828640760169,-0.057462213215247915,5,6.913736263736263,0
"M 7.9 - 45 km S of Levuka, Fiji",7.9,06-09-2018 15:49,7,4,green,1,979,us,0,1.431,12.0,mww,670.81,-18.4743,179.35,"Levuka, Fiji",,Fiji,2.153665998373031,4.3365400949660895,5,6.913736263736263,0
"M 6.6 - 27 km ESE of Chitose, Japan",6.6,05-09-2018 18:07,8,9,orange,1,1075,us,0,1.13,32.0,mww,35.0,42.6861,141.929,"Chitose, Japan",Asia,Japan,-0.7661793739010858,-0.29800579439337066,7,6.983076923076924,1
"M 7.1 - 238 km ESE of Tadine, New Caledonia",7.1,29-08-2018 03:51,2,5,green,1,776,us,0,2.548,23.0,mww,21.43,-22.0295,170.126,"Tadine, New Caledonia",,,0.35683807697357384,-0.39692023065358656,5,6.913736263736263,0
"M 7.1 - 136 km W of Iñapari, Peru",7.1,24-08-2018 09:04,0,3,green,0,776,us,0,3.77,12.0,mww,630.0,-11.0355,-70.8284,"Iñapari, Peru",South America,Peru,0.35683807697357384,4.039067866242479,4,6.97625,0
"M 6.5 - 78 km E of Lakatoro, Vanuatu",6.5,21-08-2018 22:32,6,7,green,1,652,us,0,4.797,10.0,mww,9.0,-16.0315,168.143,"Lakatoro, Vanuatu",,Vanuatu,-0.9907828640760169,-0.4875249795640128,5,6.913736263736263,0
"M 7.3 - 40 km ENE of Carúpano, Venezuela",7.3,21-08-2018 21:31,8,6,yellow,1,1570,us,0,1.822,15.0,mww,146.82,10.7731,-62.9019,"Carúpano, Venezuela",,Venezuela,0.8060450573234381,0.5170724858289834,1,6.9223684210526315,4
"M 6.9 - 20 km NNW of Labuan Lombok, Indonesia",6.9,19-08-2018 14:56,7,7,green,0,1206,us,0,2.453,31.0,mww,21.0,-8.319,116.627,"Labuan Lombok, Indonesia",,Indonesia,-0.09236890337628839,-0.4000545864083318,2,6.878813559322034,0
"M 8.2 - 267 km E of Levuka, Fiji",8.2,19-08-2018 00:19,5,4,green,1,1050,us,0,3.63,13.0,mww,600.0,-18.1125,-178.153,"Levuka, Fiji",,Fiji,2.8274764688978244,3.8203918833532757,3,6.9511111111111115,0
"M 6.5 - 124 km N of Labuan Bajo, Indonesia",6.5,17-08-2018 15:35,5,3,green,0,743,us,0,2.719,23.0,mww,529.0,-7.3718,119.802,"Labuan Bajo, Indonesia",,Indonesia,-0.9907828640760169,3.3028587238488303,2,6.878813559322034,0
"M 6.5 - 108 km WSW of Adak, Alaska",6.5,15-08-2018 21:56,6,6,green,1,655,us,0,0.576,22.0,mww,33.93,51.4234,-178.026,"Adak, Alaska",North America,United States of America,-0.9907828640760169,-0.30580523778308555,6,6.941860465116279,0
"M 6.9 - 36 km NW of Labuan Lombok, Indonesia",6.9,05-08-2018 11:46,9,8,orange,0,1704,us,0,2.271,15.0,mww,34.0,-8.2581,116.438,"Labuan Lombok, Indonesia",,Indonesia,-0.09236890337628839,-0.30529499382301073,2,6.878813559322034,1
"M 6.9 - 18 km SSW of Leilani Estates, Hawaii",6.9,04-05-2018 22:32,7,8,yellow,1,1392,hv,63,0.11,210.0,mw,5.81,19.3182,-155.0,"Leilani Estates, Hawaii",,United States of America,-0.09236890337628839,-0.5107775257445647,6,6.941860465116279,4
"M 6.8 - 38 km SE of Boyuibe, Bolivia",6.8,02-04-2018 13:40,5,3,green,0,733,us,0,5.32,16.0,mww,559.0,-20.6588,-63.0058,"Boyuibe, Bolivia",South America,Bolivia,-0.31697239355122153,3.5215347067380325,4,6.97625,0
"M 6.9 - 150 km E of Kimbe, Papua New Guinea",6.9,29-03-2018 21:25,9,6,green,1,741,us,0,1.487,18.0,mww,35.0,-5.5321,151.5,"Kimbe, Papua New Guinea",,Papua New Guinea,-0.09236890337628839,-0.29800579439337066,5,6.913736263736263,0
"M 6.7 - 140 km E of Kimbe, Papua New Guinea",6.7,26-03-2018 09:51,5,6,green,1,696,us,0,1.507,15.0,mww,40.0,-5.5024,151.402,"Kimbe, Papua New Guinea",,Papua New Guinea,-0.5415758837261526,-0.26155979724517026,5,6.913736263736263,0
"M 6.8 - 103 km E of Kokopo, Papua New Guinea",6.8,08-03-2018 17:39,6,6,green,1,719,us,0,1.049,16.0,mww,22.86,-4.3762,153.2,"Kokopo, Papua New Guinea",,Papua New Guinea,-0.31697239355122153,-0.38649667546920125,5,6.913736263736263,0
"M 6.7 - 62 km SW of Tari, Papua New Guinea",6.7,06-03-2018 14:13,8,7,green,1,697,us,0,5.457,19.0,mww,20.49,-6.3043,142.612,"Tari, Papua New Guinea",,Papua New Guinea,-0.5415758837261526,-0.4037720781174483,2,6.878813559322034,0
"M 7.5 - 32 km SW of Tari, Papua New Guinea",7.5,25-02-2018 17:44,9,8,yellow,1,943,us,0,5.48,17.0,mww,25.21,-6.0699,142.754,"Tari, Papua New Guinea",,Papua New Guinea,1.2552520376733023,-0.36936705680954707,2,6.878813559322034,4
"M 7.2 - 4 km S of Pinotepa de Don Luis, Mexico",7.2,16-02-2018 23:39,7,7,yellow,1,1384,us,0,0.142,82.0,mww,22.0,16.3855,-97.9787,"Pinotepa de Don Luis, Mexico",North America,Mexico,0.581441567148507,-0.39276538697869173,1,6.9223684210526315,4
"M 7.9 - 261 km SE of Chiniak, Alaska",7.9,23-01-2018 09:31,9,4,green,1,1870,us,0,2.585,30.0,mww,14.06,56.0039,-149.166,"Chiniak, Alaska",,,2.153665998373031,-0.45064163045003397,6,6.941860465116279,0
"M 7.1 - 37 km W of Atiquipa, Peru",7.1,14-01-2018 09:18,9,7,green,1,1075,us,0,4.29,23.0,mww,39.0,-15.7675,-74.7092,"Atiquipa, Peru",,Peru,0.35683807697357384,-0.2688489966748103,4,6.97625,0
"M 7.5 - 203 km NNE of Barra Patuca, Honduras",7.5,10-01-2018 02:51,8,5,green,1,1623,us,0,4.581,12.0,mww,19.0,17.4825,-83.52,"Barra Patuca, Honduras",,,1.2552520376733023,-0.414632985267612,1,6.9223684210526315,0
"M 6.5 - 12 km SSW of Kawalu, Indonesia",6.5,15-12-2017 16:47,8,7,green,0,998,us,0,2.365,28.0,mww,90.0,-7.4921,108.174,"Kawalu, Indonesia",,Indonesia,-0.9907828640760169,0.10290017423683391,8,7.034831460674158,0
M 6.5 - Bouvet Island region,6.5,13-12-2017 18:03,1,5,green,1,651,us,0,17.654,23.0,mww,17.0,-54.2189,2.1628,Bouvet Island region,,,-0.9907828640760169,-0.42921138412689214,9,7.005263157894737,0
"M 7.0 - 85 km ENE of Tadine, New Caledonia",7.0,19-11-2017 22:43,4,6,green,1,771,us,0,0.617,14.0,mww,10.0,-21.3246,168.671,"Tadine, New Caledonia",,,0.13223458679864272,-0.48023578013437274,5,6.913736263736263,0
"M 6.6 - 74 km E of Tadine, New Caledonia",6.6,19-11-2017 15:09,4,5,green,1,676,us,0,0.529,21.0,mww,13.0,-21.5027,168.598,"Tadine, New Caledonia",,,-0.7661793739010858,-0.45836818184545247,5,6.913736263736263,0
"M 6.5 - 18 km W of Parrita, Costa Rica",6.5,13-11-2017 02:28,8,8,yellow,1,1153,us,0,0.225,37.0,mww,19.36,9.5147,-84.4865,"Parrita, Costa Rica",,Costa Rica,-0.9907828640760169,-0.4120088734729416,1,6.9223684210526315,4
"M 7.3 - 29 km S of ?alabja, Iraq",7.3,12-11-2017 18:18,8,9,red,0,2790,us,0,0.284,33.0,mww,19.0,34.9109,45.9592,"?alabja, Iraq",Asia,Iran,0.8060450573234381,-0.414632985267612,0,6.866666666666667,2
"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",6.5,07-11-2017 21:26,6,5,green,1,661,us,0,4.449,10.0,mww,110.57,-4.2433,143.485,"Angoram, Papua New Guinea",,Papua New Guinea,-0.9907828640760169,0.25283900650453034,2,6.878813559322034,0
"M 6.8 - 97 km NE of Hihifo, Tonga",6.8,04-11-2017 09:00,5,5,green,1,727,us,0,4.852,21.0,mww,10.0,-15.3197,-173.168,"Hihifo, Tonga",,,-0.31697239355122153,-0.48023578013437274,3,6.9511111111111115,0
"M 6.6 - 101 km E of Tadine, New Caledonia",6.6,01-11-2017 02:23,3,5,green,1,674,us,0,0.788,29.0,mww,22.0,-21.6484,168.859,"Tadine, New Caledonia",,,-0.7661793739010858,-0.39276538697869173,5,6.913736263736263,0
"M 6.7 - 132 km E of Tadine, New Caledonia",6.7,31-10-2017 00:42,3,4,green,1,691,us,0,1.062,55.0,mww,24.0,-21.6971,169.148,"Tadine, New Caledonia",,,-0.5415758837261526,-0.37818698811941154,5,6.913736263736263,0
"M 6.7 - 181 km NNE of Maumere, Indonesia",6.7,24-10-2017 10:47,3,3,green,0,694,us,0,1.634,16.0,mww,553.81,-7.2168,123.074,"Maumere, Indonesia",,Indonesia,-0.5415758837261526,3.4837037616982003,2,6.878813559322034,0
"M 6.5 - 247 km ESE of Attu Station, Alaska",6.5,08-10-2017 22:34,3,5,green,1,651,us,0,1.154,11.0,mww,119.0,52.3909,176.769,"Attu Station, Alaska",North America,,-0.9907828640760169,0.3142869576963963,7,6.983076923076924,0
"M 7.1 - 1 km S of Matzaco, Mexico",7.1,19-09-2017 18:14,9,8,unknown,0,1686,us,0,0.984,23.0,mww,48.0,18.5499,-98.4887,"Matzaco, Mexico",North America,Mexico,0.35683807697357384,-0.20324620180804956,1,6.9223684210526315,3
"M 8.2 - near the coast of Chiapas, Mexico",8.2,08-09-2017 04:49,9,7,red,1,2910,us,0,0.944,22.0,mww,47.39,15.0222,-93.8993,"Chiapas, Mexico",,,2.8274764688978244,-0.20769261346013002,1,6.9223684210526315,2
"M 6.5 - 168 km SW of Mawu, China",6.5,08-08-2017 13:19,5,7,yellow,0,707,us,0,11.411,22.0,mww,9.0,33.1926,103.855,"Mawu, China",Asia,People's Republic of China,-0.9907828640760169,-0.4875249795640128,8,7.034831460674158,4
"M 6.6 - 11 km ENE of Kos, Greece",6.6,20-07-2017 22:31,7,7,yellow,0,1064,us,0,0.913,16.0,mww,7.0,36.9293,27.4139,"Kos, Greece",Asia,Turkey,-0.7661793739010858,-0.502103378423293,0,6.866666666666667,4
"M 7.7 - Komandorskiye Ostrova, Russia region",7.7,17-07-2017 23:34,8,7,green,1,918,us,0,3.564,13.0,mww,10.0,54.4434,168.857,"Komandorskiye Ostrova, Russia region",,,1.7044590180231667,-0.48023578013437274,7,6.983076923076924,0
"M 6.6 - Auckland Islands, New Zealand region",6.6,11-07-2017 07:00,5,4,green,1,704,us,0,3.773,37.0,mww,10.0,-49.4837,164.016,"Auckland Islands, New Zealand region",,,-0.7661793739010858,-0.48023578013437274,5,6.913736263736263,0
"M 6.5 - 2 km S of Lim-oo, Philippines",6.5,06-07-2017 08:03,9,8,yellow,1,740,us,0,4.139,30.0,mww,9.0,11.1269,124.629,"Lim-oo, Philippines",,Philippines,-0.9907828640760169,-0.4875249795640128,2,6.878813559322034,4
"M 6.8 - 28 km SW of Puerto San José, Guatemala",6.8,22-06-2017 12:31,6,6,yellow,1,1034,us,0,1.065,38.0,mww,38.12,13.7174,-90.9718,"Puerto San José, Guatemala",,,-0.31697239355122153,-0.2752634921728936,1,6.9223684210526315,4
"M 6.9 - 2 km SSW of San Pablo, Guatemala",6.9,14-06-2017 07:29,8,6,yellow,1,1188,us,0,0.247,35.0,mww,93.0,14.9091,-92.0092,"San Pablo, Guatemala",,Guatemala,-0.09236890337628839,0.12476777252575416,1,6.9223684210526315,4
"M 6.8 - 200 km NW of Attu Station, Alaska",6.8,02-06-2017 22:24,0,4,green,1,711,us,0,2.308,12.0,mww,5.0,54.0312,170.92,"Attu Station, Alaska",,,-0.31697239355122153,-0.5166817772825731,7,6.983076923076924,0
"M 6.6 - 37 km WNW of Poso, Indonesia",6.6,29-05-2017 14:35,7,7,green,0,678,us,0,2.353,18.0,mww,12.0,-1.2923,120.431,"Poso, Indonesia",,Indonesia,-0.7661793739010858,-0.46565738127509254,2,6.878813559322034,0
M 6.5 - South Sandwich Islands region,6.5,10-05-2017 23:23,0,4,green,1,650,us,0,6.489,17.0,mww,15.0,-56.414,-25.7432,South Sandwich Islands region,,,-0.9907828640760169,-0.4437897829861723,9,7.005263157894737,0
"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",6.8,09-05-2017 13:52,6,5,green,1,713,us,0,7.495,19.0,mww,169.0,-14.5884,167.377,"Port-Olry, Vanuatu",,Vanuatu,-0.31697239355122153,0.6787469291784004,5,6.913736263736263,0
"M 6.9 - 31 km SW of Burias, Philippines",6.9,28-04-2017 20:23,9,6,green,1,814,us,0,1.636,14.0,mww,26.0,5.5043,125.066,"Burias, Philippines",,Philippines,-0.09236890337628839,-0.3636085892601314,2,6.878813559322034,0
"M 6.9 - 40 km W of Valparaíso, Chile",6.9,24-04-2017 21:38,9,7,yellow,1,1642,us,0,0.356,39.0,mww,28.0,-33.0375,-72.0617,"Valparaíso, Chile",,,-0.09236890337628839,-0.3490301904008512,4,6.97625,4
