title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,magnitude_scaled,depth_scaled,geo_cluster,location_risk_score,alert_encoded
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,08-12-2014 08:54,7,6,green,1,709,us,0,2.485,43.0,mww,20.0,7.9401,-82.6865,"Punta de Burica, Panama",,Panama,-0.7661793739010858,-0.4073437858379719,1,6.9223684210526315,0
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,07-12-2014 01:22,1,5,green,1,670,us,0,3.246,12.0,mww,23.0,-6.5108,154.46,"Panguna, Papua New Guinea",,,-0.7661793739010858,-0.38547618754905166,5,6.913736263736263,0
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,02-12-2014 05:11,1,3,green,0,670,us,0,2.6,9.0,mww,614.0,6.1572,123.126,"Sangay, Philippines",,Philippines,-0.7661793739010858,3.9224406753682373,2,6.878813559322034,0
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,26-11-2014 14:33,6,5,green,1,713,us,0,1.421,19.0,mww,39.0,1.9604,126.575,"Ternate, Indonesia",,Indonesia,-0.31697239355122153,-0.2688489966748103,2,6.878813559322034,0
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,21-11-2014 10:10,5,5,green,1,652,us,0,1.549,9.0,mww,35.0,2.2999,127.056,"Tobelo, Indonesia",,Indonesia,-0.9907828640760169,-0.29800579439337066,2,6.878813559322034,0
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,16-11-2014 22:33,7,4,green,1,698,us,0,1.079,25.0,mww,22.0,-37.6478,179.662,"Gisborne, New Zealand",,,-0.5415758837261526,-0.39276538697869173,5,6.913736263736263,0
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,15-11-2014 02:31,4,6,green,1,779,us,0,1.397,18.0,mww,45.0,1.8929,126.522,"Ternate, Indonesia",,Indonesia,0.35683807697357384,-0.22511380009696982,2,6.878813559322034,0
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,07-11-2014 03:33,2,6,green,1,671,us,0,3.557,13.0,mww,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",,Papua New Guinea,-0.7661793739010858,-0.16541525676821756,5,6.913736263736263,0
M 7.1 - Fiji region,7.1,01-11-2014 18:57,3,6,green,1,776,us,0,4.415,13.0,mww,434.0,-19.6903,-177.759,Fiji region,,,0.35683807697357384,2.6103847780330223,3,6.9511111111111115,0
"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,14-10-2014 03:51,8,6,yellow,1,982,us,0,1.078,18.0,mww,40.0,12.5262,-88.1225,"Intipucá, El Salvador",,,0.8060450573234381,-0.26155979724517026,1,6.9223684210526315,4
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,17-09-2014 06:14,5,5,green,1,724,us,0,0.46,11.0,mww,130.0,13.7641,144.429,"Piti Village, Guam",,,-0.5415758837261526,0.39446815142243724,2,6.878813559322034,0
"M 6.8 - 38 km NW of Aniso, Peru",6.8,24-08-2014 23:21,6,6,green,1,741,us,0,4.107,18.0,mww,101.0,-14.598,-73.5714,"Aniso, Peru",South America,Peru,-0.31697239355122153,0.18308136796287483,4,6.97625,0
M 6.9 - Federated States of Micronesia region,6.9,03-08-2014 00:22,0,4,green,1,732,us,0,6.393,12.0,mww,13.0,0.8295,146.169,Micronesia region,,,-0.09236890337628839,-0.45836818184545247,2,6.878813559322034,0
M 6.9 - Fiji region,6.9,21-07-2014 14:54,0,6,green,1,732,us,0,3.934,15.0,mww,615.42,-19.8015,-178.4,Fiji region,,Fiji,-0.09236890337628839,3.9327913385583257,3,6.9511111111111115,0
"M 6.5 - 139 km ESE of Namie, Japan",6.5,11-07-2014 19:22,5,4,green,1,706,us,0,2.421,9.0,mww,20.0,37.0052,142.452,"Namie, Japan",,,-0.9907828640760169,-0.4073437858379719,7,6.983076923076924,0
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,07-07-2014 11:23,8,7,orange,1,1079,us,0,0.263,51.0,mww,53.0,14.724,-92.4614,"Puerto Madero, Mexico",,Mexico,-0.09236890337628839,-0.16680020465984916,1,6.9223684210526315,1
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,04-07-2014 15:00,0,4,green,1,650,us,0,2.124,15.0,mww,20.0,-6.2304,152.807,"Kokopo, Papua New Guinea",,,-0.9907828640760169,-0.4073437858379719,5,6.913736263736263,0
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,29-06-2014 17:15,0,5,green,1,691,us,0,6.713,45.0,mww,18.0,-14.9831,-175.51,"Mata-Utu, Wallis and Futuna",,,-0.5415758837261526,-0.42192218469725207,3,6.9511111111111115,0
M 6.9 - South Sandwich Islands region,6.9,29-06-2014 07:52,0,5,green,1,732,us,0,4.838,25.0,mww,8.0,-55.4703,-28.3669,South Sandwich Islands region,,,-0.09236890337628839,-0.4948141789936529,9,7.005263157894737,0
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,23-06-2014 20:53,6,8,green,1,963,us,0,0.133,22.0,mww,109.0,51.8486,178.735,"Rat Islands, Aleutian Islands, Alaska",North America,United States of America,2.153665998373031,0.24139496339999547,7,6.983076923076924,0
"M 6.7 - Kermadec Islands, New Zealand",6.7,23-06-2014 20:06,0,5,green,0,691,us,0,0.748,43.0,mwc,26.59,-29.9414,-177.607,"Kermadec Islands, New Zealand",,,-0.5415758837261526,-0.35930796159664374,3,6.9511111111111115,0
"M 6.5 - Kermadec Islands, New Zealand",6.5,23-06-2014 19:21,0,5,green,0,650,us,0,0.778,30.0,mwc,10.0,-29.9379,-177.516,"Kermadec Islands, New Zealand",,,-0.9907828640760169,-0.48023578013437274,3,6.9511111111111115,0
"M 6.9 - Kermadec Islands, New Zealand",6.9,23-06-2014 19:19,0,5,green,1,732,us,0,0.751,35.0,mww,20.0,-29.9772,-177.725,"Kermadec Islands, New Zealand",,,-0.09236890337628839,-0.4073437858379719,3,6.9511111111111115,0
"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,24-05-2014 09:25,9,7,green,0,951,us,0,0.402,25.0,mww,6.43,40.2893,25.3889,"Kamariótissa, Greece",Europe,Greece,-0.09236890337628839,-0.5062582220981877,0,6.866666666666667,0
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,13-05-2014 06:35,7,5,green,1,694,us,0,3.121,33.0,mww,10.0,7.2096,-82.3045,"Punta de Burica, Panama",,,-0.9907828640760169,-0.48023578013437274,1,6.9223684210526315,0
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,01-05-2014 06:36,0,5,green,1,670,us,0,3.34,10.0,mww,106.0,-21.4542,170.355,"Isangel, Vanuatu",,,-0.7661793739010858,0.21952736511107523,5,6.913736263736263,0
"M 6.5 - 107 km WSW of Vernon, Canada",6.5,24-04-2014 03:10,4,6,green,1,838,us,0,0.0,0.0,mww,10.0,49.6388,-127.732,"Vernon, Canada",,,-0.9907828640760169,-0.48023578013437274,6,6.941860465116279,0
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,19-04-2014 13:28,0,6,green,1,865,us,0,3.82,16.0,mww,43.37,-6.7547,155.024,"Panguna, Papua New Guinea",,,1.2552520376733023,-0.23699519516728318,5,6.913736263736263,0
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,19-04-2014 01:04,0,6,green,1,670,us,0,3.803,11.0,mww,29.0,-6.6558,155.087,"Panguna, Papua New Guinea",,Papua New Guinea,-0.7661793739010858,-0.34174099097121113,5,6.913736263736263,0
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,18-04-2014 14:27,8,7,yellow,1,1017,us,0,2.25,46.0,mww,24.0,17.397,-100.972,"Coyuquilla Norte, Mexico",North America,Mexico,0.581441567148507,-0.37818698811941154,1,6.9223684210526315,4
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,13-04-2014 13:24,0,6,green,0,670,us,0,2.666,22.0,mww,10.0,-11.1284,162.052,"Kirakira, Solomon Islands",,,-0.7661793739010858,-0.48023578013437274,5,6.913736263736263,0
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,13-04-2014 12:36,0,6,green,1,842,us,0,2.885,17.0,mww,39.0,-11.4633,162.051,"Kirakira, Solomon Islands",,,1.0306485474983713,-0.2688489966748103,5,6.913736263736263,0
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,12-04-2014 20:14,0,7,green,1,889,us,0,2.828,13.0,mww,22.56,-11.2701,162.148,"Kirakira, Solomon Islands",,,1.4798555278482335,-0.38868343529809324,5,6.913736263736263,0
"M 6.6 - 15 km N of Belén, Nicaragua",6.6,11-04-2014 20:29,6,5,green,1,677,us,0,0.761,20.0,mww,135.0,11.642,-85.8779,"Belén, Nicaragua",,Nicaragua,-0.7661793739010858,0.43091414857063765,1,6.9223684210526315,0
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,11-04-2014 08:16,0,6,green,1,650,us,0,3.787,16.0,mww,20.0,-6.7878,154.95,"Panguna, Papua New Guinea",,,-0.9907828640760169,-0.4073437858379719,5,6.913736263736263,0
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,11-04-2014 07:07,0,7,green,1,776,us,0,3.729,21.0,mww,60.53,-6.5858,155.048,"Panguna, Papua New Guinea",,Papua New Guinea,0.35683807697357384,-0.11191253295465932,5,6.913736263736263,0
"M 7.7 - 53 km SW of Iquique, Chile",7.7,03-04-2014 02:43,8,9,yellow,1,1057,us,0,1.029,44.0,mww,22.4,-20.5709,-70.4931,"Iquique, Chile",,,1.7044590180231667,-0.3898497072068357,4,6.97625,4
"M 6.5 - 45 km WSW of Iquique, Chile",6.5,03-04-2014 01:58,7,7,green,0,670,us,0,0.828,82.0,mww,24.07,-20.3113,-70.5756,"Iquique, Chile",,,-0.9907828640760169,-0.3776767441593368,4,6.97625,0
"M 6.9 - 90 km WNW of Iquique, Chile",6.9,01-04-2014 23:57,0,5,green,0,732,us,0,0.828,119.0,mww,28.42,-19.8927,-70.9455,"Iquique, Chile",,,-0.09236890337628839,-0.3459687266404024,4,6.97625,0
"M 8.2 - 93 km NW of Iquique, Chile",8.2,01-04-2014 23:46,9,8,yellow,1,1332,us,0,0.609,23.0,mww,25.0,-19.6097,-70.7691,"Iquique, Chile",,,2.8274764688978244,-0.37089778868977147,4,6.97625,4
"M 6.7 - 63 km WNW of Iquique, Chile",6.7,16-03-2014 21:16,7,7,green,1,718,us,0,1.008,44.0,mww,20.0,-19.9807,-70.7022,"Iquique, Chile",,,-0.5415758837261526,-0.4073437858379719,4,6.97625,0
"M 6.8 - 77 km WNW of Indianola, California",6.8,10-03-2014 05:18,5,5,green,1,1211,nc,112,0.6568,229.0,mw,16.441,40.8287,-125.134,"Indianola, California",,,-0.31697239355122153,-0.4332860466080609,6,6.941860465116279,0
"M 6.5 - 109 km NW of Nago, Japan",6.5,02-03-2014 20:11,4,5,green,1,668,us,0,1.001,17.0,mww,119.0,27.4312,127.367,"Nago, Japan",,,-0.9907828640760169,0.3142869576963963,7,6.983076923076924,0
"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,18-02-2014 09:27,5,4,green,1,681,us,0,1.635,30.0,mww,14.83,14.6682,-58.9272,"Greenland, Barbados",,,-0.9907828640760169,-0.44502894688921113,1,6.9223684210526315,0
"M 6.9 - 272 km ESE of Hotan, China",6.9,12-02-2014 09:19,3,8,yellow,0,733,us,0,7.496,18.0,mww,10.0,35.9053,82.5864,"Hotan, China",Asia,People's Republic of China,-0.09236890337628839,-0.48023578013437274,8,7.034831460674158,4
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,07-02-2014 08:40,0,5,green,1,650,us,0,0.409,20.0,mww,122.0,-15.0691,167.372,"Port-Olry, Vanuatu",,Vanuatu,-0.9907828640760169,0.33615455598531657,5,6.913736263736263,0
M 6.5 - south of the Kermadec Islands,6.5,02-02-2014 09:26,0,3,green,1,650,us,0,3.651,22.0,mww,44.26,-32.9076,-177.881,the Kermadec Islands,,,-0.9907828640760169,-0.2305078076749035,3,6.9511111111111115,0
"M 6.5 - 32 km W of Sola, Vanuatu",6.5,01-01-2014 16:03,0,4,green,1,650,us,0,3.997,14.0,mww,187.0,-13.8633,167.249,"Sola, Vanuatu",,Vanuatu,-0.9907828640760169,0.809952518911922,5,6.913736263736263,0
M 6.5 - Fiji region,6.5,23-11-2013 07:48,3,4,green,0,651,us,0,5.194,22.0,mww,371.0,-17.1171,-176.545,Fiji region,,,-0.9907828640760169,2.151165213965697,3,6.9511111111111115,0
M 7.7 - Scotia Sea,7.7,17-11-2013 09:04,1,8,green,1,912,us,0,8.05,23.0,mww,10.0,-60.2738,-46.4011,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the),1.7044590180231667,-0.48023578013437274,9,7.005263157894737,0
M 6.9 - Scotia Sea,6.9,16-11-2013 03:34,0,5,green,1,732,us,0,8.284,17.0,mww,9.97,-60.2627,-47.0621,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the),-0.09236890337628839,-0.48045445611726195,9,7.005263157894737,0
"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,31-10-2013 23:03,6,7,green,1,723,us,0,0.636,31.0,mww,27.0,-30.2921,-71.5215,"Coquimbo, Chile",South America,Chile,-0.7661793739010858,-0.35631938983049133,4,6.97625,0
"M 7.1 - off the east coast of Honshu, Japan",7.1,25-10-2013 17:10,6,4,green,1,872,us,0,3.968,10.0,mww,35.0,37.1557,144.661,"off the east coast of Honshu, Japan",,,0.35683807697357384,-0.29800579439337066,7,6.983076923076924,0
"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,19-10-2013 17:54,8,5,green,1,692,us,0,1.98,44.0,mww,9.45,26.0913,-110.321,"Etchoropo, Mexico",,,-0.7661793739010858,-0.48424483982067473,1,6.9223684210526315,0
"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,16-10-2013 10:30,0,6,green,1,711,us,0,5.79,9.0,mww,35.0,-6.4456,154.931,"Panguna, Papua New Guinea",,Papua New Guinea,-0.31697239355122153,-0.29800579439337066,5,6.913736263736263,0
"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,15-10-2013 00:12,9,8,orange,1,1092,us,0,3.144,12.0,mww,19.04,9.8796,124.117,"Sagbayan, Philippines",,Philippines,0.35683807697357384,-0.4143414172904264,2,6.878813559322034,1
"M 6.6 - 36 km W of Kíssamos, Greece",6.6,12-10-2013 13:11,5,6,yellow,0,691,us,0,1.984,40.0,mww,40.0,35.5142,23.2523,"Kíssamos, Greece",Europe,,-0.7661793739010858,-0.26155979724517026,0,6.866666666666667,4
M 6.7 - Sea of Okhotsk,6.7,01-10-2013 03:38,0,3,green,0,691,us,0,2.958,11.0,mww,573.0,53.1995,152.786,Okhotsk,,,-0.5415758837261526,3.6235834987529936,7,6.983076923076924,0
"M 6.5 - Kermadec Islands, New Zealand",6.5,30-09-2013 05:55,0,4,green,1,650,us,0,1.709,21.0,mww,41.54,-30.9255,-178.323,"Kermadec Islands, New Zealand",,,-0.9907828640760169,-0.2503344301235245,3,6.9511111111111115,0
"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,28-09-2013 07:34,7,7,orange,0,1005,us,0,7.359,17.0,mww,12.0,27.1825,65.5052,"Khuzdar, Pakistan",Asia,Pakistan,-0.31697239355122153,-0.46565738127509254,0,6.866666666666667,1
"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,25-09-2013 16:42,8,7,green,1,843,us,0,4.446,17.0,mww,40.0,-15.8385,-74.5112,"Atiquipa, Peru",,Peru,0.35683807697357384,-0.26155979724517026,4,6.97625,0
"M 7.7 - 113 km NW of Bela, Pakistan",7.7,24-09-2013 11:29,5,8,red,0,2015,us,0,7.241,17.0,mww,15.0,26.951,65.5009,"Bela, Pakistan",Asia,Pakistan,1.7044590180231667,-0.4437897829861723,0,6.866666666666667,2
"M 6.5 - 81 km SSW of Atka, Alaska",6.5,04-09-2013 02:32,0,6,green,1,650,us,0,0.735,24.0,mww,20.0,51.5573,-174.767,"Atka, Alaska",,,-0.9907828640760169,-0.4073437858379719,6,6.941860465116279,0
"M 6.5 - Izu Islands, Japan region",6.5,04-09-2013 00:18,5,3,green,0,739,us,0,3.276,26.0,mww,402.0,29.9377,138.833,"Izu Islands, Japan region",,,-0.9907828640760169,2.3771303962845396,7,6.983076923076924,0
"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,01-09-2013 11:52,4,5,green,0,668,us,0,3.097,11.0,mww,112.0,-7.44,128.221,"Lospalos, Timor Leste",,Indonesia,-0.9907828640760169,0.2632625616889157,2,6.878813559322034,0
"M 7.0 - 101 km SW of Atka, Alaska",7.0,30-08-2013 16:25,5,6,green,0,758,us,0,0.624,53.0,mww,29.0,51.537,-175.23,"Atka, Alaska",,,0.13223458679864272,-0.34174099097121113,6,6.941860465116279,0
"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,16-08-2013 02:31,9,7,yellow,1,690,us,0,0.0,0.0,mww,8.2,-41.734,174.152,"Blenheim, New Zealand",,New Zealand,-0.9907828640760169,-0.49335633910772486,5,6.913736263736263,4
"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,13-08-2013 15:43,4,5,green,1,715,us,0,3.741,22.0,mww,12.0,5.7732,-78.1999,"Bahía Solano, Colombia",,,-0.5415758837261526,-0.46565738127509254,1,6.9223684210526315,0
"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,21-07-2013 05:09,6,7,yellow,1,693,us,229,0.0,20.0,mww,17.0,-41.704,174.337,"Blenheim, New Zealand",,New Zealand,-0.9907828640760169,-0.42921138412689214,5,6.913736263736263,4
M 7.3 - South Sandwich Islands region,7.3,15-07-2013 14:03,0,6,green,1,820,us,398,0.0,43.0,mww,11.0,-60.857,-25.07,South Sandwich Islands region,,United Kingdom of Great Britain and Northern Ireland (the),0.8060450573234381,-0.4729465807047326,9,7.005263157894737,0
"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,07-07-2013 20:30,4,6,green,0,674,us,139,0.0,14.0,mww,56.0,-6.029,149.706,"Kandrian, Papua New Guinea",,Papua New Guinea,-0.7661793739010858,-0.14493260637092892,5,6.913736263736263,0
"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,07-07-2013 18:35,0,4,green,1,820,us,117,0.0,24.0,mww,385.5,-3.917,153.927,"Kokopo, Papua New Guinea",,Papua New Guinea,0.8060450573234381,2.256858605695478,5,6.913736263736263,0
M 6.6 - northern Mid-Atlantic Ridge,6.6,24-06-2013 22:04,0,7,green,1,670,us,111,0.0,16.0,mww,10.0,10.701,-42.594,northern Mid-Atlantic Ridge,,,-0.7661793739010858,-0.48023578013437274,4,6.97625,0
"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,15-06-2013 17:34,5,6,green,1,679,us,698,0.0,27.0,mww,30.0,11.763,-86.926,"Masachapa, Nicaragua",,,-0.9907828640760169,-0.33445179154157106,1,6.9223684210526315,0
"M 6.7 - south of Java, Indonesia",6.7,13-06-2013 16:47,5,4,green,0,710,us,515,0.0,24.0,mww,9.0,-10.004,107.236,"Java, Indonesia",,,-0.5415758837261526,-0.4875249795640128,8,7.034831460674158,0
M 6.7 - Sea of Okhotsk,6.7,24-05-2013 14:56,0,3,green,1,691,us,217,0.0,25.2,mwb,624.0,52.235,151.444,Okhotsk,,,-0.5415758837261526,3.995332669664638,7,6.983076923076924,0
M 8.3 - Sea of Okhotsk,8.3,24-05-2013 05:44,5,5,green,1,1115,us,385,0.0,10.0,mww,598.1,54.892,153.221,Okhotsk,,,3.0520799590727594,3.80654240443696,7,6.983076923076924,0
"M 7.4 - 292 km SW of Vaini, Tonga",7.4,23-05-2013 17:19,0,6,green,1,842,us,626,0.0,16.0,mww,173.7,-23.009,-177.232,"Vaini, Tonga",,,1.0306485474983713,0.7130061664977088,3,6.9511111111111115,0
"M 6.8 - Pagan region, Northern Mariana Islands",6.8,14-05-2013 00:32,0,3,green,0,711,us,131,0.0,18.0,mww,602.2,18.728,145.288,"Pagan region, Northern Mariana Islands",,,-0.31697239355122153,3.8364281220984844,7,6.983076923076924,0
"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,23-04-2013 23:14,0,6,green,1,650,us,264,0.0,16.6,mww,10.0,-3.898,152.127,"Rabaul, Papua New Guinea",,Papua New Guinea,-0.9907828640760169,-0.48023578013437274,5,6.913736263736263,0
"M 6.6 - 56 km WSW of Linqiong, China",6.6,20-04-2013 00:02,8,8,red,0,2083,us,548,0.0,12.6,mww,14.0,30.308,102.888,"Linqiong, China",Asia,People's Republic of China,-0.7661793739010858,-0.4510789824158124,8,7.034831460674158,2
"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.2,19-04-2013 03:05,5,7,green,1,804,us,770,0.0,10.1,mww,110.0,46.221,150.788,"Kuril’sk, Russia",Asia,Russia,0.581441567148507,0.24868416282963557,7,6.983076923076924,0
"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,16-04-2013 22:55,7,7,green,1,672,us,445,0.0,11.0,mww,13.0,-3.214,142.542,"Aitape, Papua New Guinea",,Papua New Guinea,-0.7661793739010858,-0.45836818184545247,2,6.878813559322034,0
"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,16-04-2013 10:44,8,8,yellow,0,1421,us,506,0.0,26.6,mww,80.0,28.033,61.996,"Kh?sh, Iran",Asia,Iran,1.7044590180231667,0.03000817994043308,0,6.866666666666667,4
"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,14-04-2013 01:32,0,5,green,1,670,us,491,0.0,11.5,mww,31.0,-6.475,154.607,"Panguna, Papua New Guinea",,,-0.7661793739010858,-0.327162592111931,5,6.913736263736263,0
"M 7.0 - 260 km WSW of Abepura, Indonesia",7.0,06-04-2013 04:42,3,7,green,1,755,us,640,0.0,11.4,mww,66.0,-3.517,138.476,"Abepura, Indonesia",,Indonesia,0.13223458679864272,-0.07204061207452808,2,6.878813559322034,0
"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,10-03-2013 22:51,0,6,green,1,650,us,317,0.0,14.2,mww,28.0,-6.598,148.174,"Finschhafen, Papua New Guinea",,Papua New Guinea,-0.9907828640760169,-0.3490301904008512,5,6.913736263736263,0
"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,01-03-2013 13:20,3,6,green,0,651,us,480,0.0,20.7,mww,29.0,50.958,157.408,"Ozernovskiy, Russia",Asia,,-0.9907828640760169,-0.34174099097121113,7,6.983076923076924,0
"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,28-02-2013 14:05,5,6,green,1,736,us,531,0.0,20.7,mww,41.0,50.954,157.283,"Ozernovskiy, Russia",Asia,,-0.09236890337628839,-0.25427059781553013,7,6.983076923076924,0
"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,14-02-2013 13:13,0,7,green,1,670,us,697,0.0,15.3,mww,11.0,67.631,142.508,"Belaya Gora, Russia",Asia,Russia,-0.7661793739010858,-0.4729465807047326,7,6.983076923076924,0
"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,09-02-2013 21:02,0,6,green,1,670,us,421,0.0,16.6,mww,18.0,-10.994,165.741,"Lata, Solomon Islands",,Solomon Islands,-0.7661793739010858,-0.42192218469725207,5,6.913736263736263,0
"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,09-02-2013 14:16,5,5,green,1,904,us,562,0.0,23.7,mww,145.0,1.135,-77.393,"Yacuanquer, Colombia",South America,Colombia,-0.09236890337628839,0.5038061428670385,1,6.9223684210526315,0
"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,08-02-2013 15:26,9,6,green,1,780,us,334,0.0,16.5,mww,21.0,-10.928,166.018,"Lata, Solomon Islands",,Solomon Islands,0.35683807697357384,-0.4000545864083318,5,6.913736263736263,0
"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,08-02-2013 11:12,0,7,green,1,711,us,400,0.0,17.5,mww,12.0,-10.838,165.969,"Lata, Solomon Islands",,Solomon Islands,-0.31697239355122153,-0.46565738127509254,5,6.913736263736263,0
"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,07-02-2013 18:59,0,6,green,1,691,us,387,0.0,26.5,mww,11.0,-10.997,165.655,"Lata, Solomon Islands",,Solomon Islands,-0.5415758837261526,-0.4729465807047326,5,6.913736263736263,0
"M 7.0 - 33 km NW of Lata, Solomon Islands",7.0,06-02-2013 01:54,0,6,green,0,754,us,445,0.0,17.5,mww,8.8,-10.499,165.588,"Lata, Solomon Islands",,Solomon Islands,0.13223458679864272,-0.4889828194499408,5,6.913736263736263,0
"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,06-02-2013 01:23,0,5,green,0,776,us,550,0.0,18.4,mww,10.0,-11.183,164.882,"Lata, Solomon Islands",,,0.35683807697357384,-0.48023578013437274,5,6.913736263736263,0
"M 8.0 - 75 km W of Lata, Solomon Islands",8.0,06-02-2013 01:12,8,7,green,1,993,us,460,0.0,20.9,mww,24.0,-10.799,165.114,"Lata, Solomon Islands",,,2.378269488547962,-0.37818698811941154,5,6.913736263736263,0
"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,02-02-2013 14:17,6,7,yellow,0,814,us,686,0.0,28.0,mww,107.0,42.77,143.092,"Obihiro, Japan",Asia,Japan,-0.09236890337628839,0.2268165645407153,7,6.983076923076924,4
"M 6.8 - 54 km N of Vallenar, Chile",6.8,30-01-2013 20:15,6,7,green,0,771,us,596,0.0,19.3,mww,45.0,-28.094,-70.653,"Vallenar, Chile",South America,Chile,-0.31697239355122153,-0.22511380009696982,4,6.97625,0
"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,05-01-2013 08:58,6,6,unknown,0,1425,ak,0,0.0,0.0,mw,8.7,55.228,-134.859,"Edna Bay, Alaska",,,1.2552520376733023,-0.4897117393929048,6,6.941860465116279,3
"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,21-12-2012 22:28,0,4,unknown,0,691,us,521,0.0,13.7,mww,200.7,-14.344,167.286,"Sola, Vanuatu",,Vanuatu,-0.5415758837261526,0.909814551097991,5,6.913736263736263,3
M 7.1 - Banda Sea,7.1,10-12-2012 16:53,5,5,unknown,0,843,us,517,0.0,8.7,mww,155.0,-6.533,129.825,Banda Sea,,Indonesia,0.35683807697357384,0.5766981371634393,2,6.878813559322034,3
"M 7.3 - 234 km SE of ?funato, Japan",7.3,07-12-2012 08:18,6,5,unknown,0,1014,us,918,0.0,14.8,mww,31.0,37.89,143.949,"?funato, Japan",,,0.8060450573234381,-0.327162592111931,7,6.983076923076924,3
"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,11-11-2012 22:14,4,5,unknown,0,708,us,598,0.0,57.3,mww,20.0,14.129,-92.164,"Champerico, Guatemala",,,-0.9907828640760169,-0.4073437858379719,1,6.9223684210526315,3
"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,11-11-2012 01:12,7,6,unknown,0,795,us,391,0.0,13.7,mww,13.7,23.005,95.885,"Shwebo, Myanmar",Asia,Myanmar,-0.31697239355122153,-0.4532657422447044,8,7.034831460674158,3
"M 7.4 - 33 km S of Champerico, Guatemala",7.4,07-11-2012 16:35,8,7,yellow,0,1455,us,751,0.0,25.5,mww,24.0,13.988,-91.895,"Champerico, Guatemala",,,1.0306485474983713,-0.37818698811941154,1,6.9223684210526315,4
