magnitude,depth,cdi,mmi,sig,alert
-0.14368924541349123,-0.35251925665601636,0.4633225474142469,0.06015067483074933,0.1668822499095269,green
-0.3800350969579445,-0.24860617686170183,-1.319014725333974,-2.140312847132971,-0.36242104778331585,green
-0.14368924541349123,4.9848343873246845,-1.764599043521029,-2.8738006877875444,-0.04163117039371421,green
0.5653483092198706,-0.13524645344972233,-0.8734304071469187,-1.4068250064783974,1.2094493514257323,green
-1.0890726515913087,5.409933350119608,-3.101351998082195,-3.6072885284421177,-1.4049881492995215,green
-0.14368924541349123,5.750012520355546,-1.319014725333974,-2.8738006877875444,-0.04163117039371421,green
-0.6163809485024,5.466613211825598,-2.6557676798951397,-2.8738006877875444,-0.7473689006508379,green
-0.8527268000468533,-0.29583939495002665,0.0177382292271917,-0.6733371658238241,0.6320275721244494,green
-0.6163809485024,-0.29583939495002665,0.4633225474142469,0.06015067483074933,-1.4531066309079619,yellow
1.2743858638532324,-0.23915953324403685,0.9089068656013021,0.7936385154853227,0.2791587069958876,yellow
-0.3800350969579445,-0.3903058311266762,0.9089068656013021,1.5271263561398962,2.075582020377657,yellow
-1.325418503135762,-0.3903058311266762,0.0177382292271917,0.06015067483074933,-0.025591676524234126,green
-0.14368924541349123,0.8094179083167734,0.0177382292271917,-1.4068250064783974,0.054605792823166306,green
1.2743858638532324,0.6110383923458093,0.4633225474142469,0.7936385154853227,-0.7794478883897982,yellow
-1.0890726515913087,-0.3714125438913463,0.9089068656013021,0.7936385154853227,0.47163263342964856,orange
-1.0890726515913087,-0.20137295877337705,0.0177382292271917,-0.6733371658238241,-1.3729091615605615,green
-0.14368924541349123,-0.17303302792038217,0.9089068656013021,0.7936385154853227,1.305686314642613,yellow
-1.325418503135762,5.391040062884278,-1.764599043521029,-3.6072885284421177,-1.677659545080683,green
0.32900245767541736,1.7446356264656042,0.0177382292271917,-1.4068250064783974,1.8991475878133761,green
-0.3800350969579445,-0.3903058311266762,-2.2101833617080846,-1.4068250064783974,-0.394500035522276,green
-0.6163809485024,1.5934893285829648,-0.4278460889598635,-1.4068250064783974,0.07064528669264639,green
-1.0890726515913087,-0.2297128896263719,-0.4278460889598635,-1.4068250064783974,0.07064528669264639,green
-0.14368924541349123,-0.3903058311266762,-0.4278460889598635,-2.140312847132971,0.08668478056212647,green
-0.3800350969579445,-0.3903058311266762,-0.4278460889598635,-2.140312847132971,-0.3143025661748756,green
-0.8527268000468533,-0.2580528204793668,0.4633225474142469,0.06015067483074933,0.7763830169497702,green
0.5653483092198706,-0.09745987897906251,0.9089068656013021,0.7936385154853227,1.6585551797711748,red
-0.8527268000468533,-0.22026624600870695,0.9089068656013021,-0.6733371658238241,-0.7954873822592783,green
-1.0890726515913087,-0.2580528204793668,-2.2101833617080846,0.06015067483074933,-1.4049881492995215,green
-0.6163809485024,4.569182068147426,-2.2101833617080846,-2.8738006877875444,-0.7313294067813579,green
-1.325418503135762,0.5543585306398195,0.4633225474142469,-0.6733371658238241,-1.08419827190992,green
-1.325418503135762,-0.4091991183620061,0.0177382292271917,-2.140312847132971,-1.7097385328196433,green
-1.0890726515913087,-0.17303302792038217,0.4633225474142469,-0.6733371658238241,0.4395536456906884,green
